trait_name,ontology mapable,"needed, not in ontologies",tissue,category,other_tags,nrow,description,Saatkamp_2018,TRY name,TRY number,TRY notes,TOP_trait,Top_identifier,Top_link,Top_link_date,NOTES,proposed_name_changes,workshop (or review),,
water_use_efficiency_integrated,,,leaf,physiology,gas_exchange; photosynthetic,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,leaf_water_use_efficiency_integrated,(gas exchange/fluor minor review),physiology > gas_exchange > use_efficiency,
water_use_efficiency_intrinsic,,,leaf,physiology,gas_exchange; photosynthetic,NA,NA,,Leaf photosynthesis rate per stomatal conductance,3128,NA,NA,NA,NA,Not in TOP,,leaf_water_use_efficiency_intrinsic,(gas exchange/fluor minor review),physiology > gas_exchange > use_efficiency,
water_use_efficiency_photosynthetic,,,leaf,physiology,gas_exchange; photosynthetic,NA,NA,,Leaf photosynthesis rate per leaf transpiration (photosynthetic water use effinciency: WUE),134,NA,NA,NA,NA,Not in TOP,,leaf_water_use_efficiency_photosynthetic,(gas exchange/fluor minor review),physiology > gas_exchange > use_efficiency,
whole_plant_transpiration,,,whole_plant,physiology,gas_exchange,NA,NA,,"	Crown (canopy) transpiration",749,NA,NA,NA,NA,Not in TOP,,whole_plant_transpiration_rate,(gas exchange/fluor minor review),physiology > gas_exchange > transpiration,
wood_axial_parenchyma_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Wood (sapwood) cross-sectional fraction of axial parenchyma area,3021,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
wood_C_per_dry_mass,,,stem,nutrient,,NA,NA,,Stem carbon (C) content per stem dry mass,407,NA,wood carbon content per wood dry mass,TOP732,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_carbon_content_per_wood_dry_mass_trait,20210518,,nutrient_wood_C_content_per_dry_mass,,chemical >element/nutrient,
wood_Ca_per_dry_mass,,,stem,nutrient,,NA,NA,,Stem calcium (Ca) content per stem dry mass,623,NA,wood calcium content per wood dry mass,TOP731,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_calcium_content_per_wood_dry_mass_trait,20210518,,nutrient_wood_Ca_content_per_dry_mass,,chemical >element/nutrient,
wood_conduit_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Wood (sapwood) cross-sectional fraction of Vessel (conduit) area,3018,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
wood_delta13C,,,stem,physiology,isotope,NA,NA,,Wood carbon (C) isotope signature (delta 13C),1213,NA,NA,NA,NA,Not in TOP,,isotope_delta13C_wood,,physiology > stable_isotope_signature,
wood_delta15N,,,stem,physiology,isotope,NA,NA,,Wood nitrogen (N) isotope signature (delta 15N),1230,NA,NA,NA,NA,Not in TOP,,isotope_delta15N_wood,,physiology > stable_isotope_signature,
wood_density,,,stem,allocation,,213,Stem dry mass per unit stem fresh volume (stem specific density or SSD or wood density),,Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume),4,NA,stem wood density,TOP284,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_density,20210518,,wood_density,,biomass > allocation,
wood_fibre_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Wood (sapwood) cross-sectional fraction of fibre area,3019,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
wood_K_per_dry_mass,,,stem,nutrient,,NA,NA,,Stem potassium (K) content per stem dry mass,628,NA,wood potassium content per wood dry mass,TOP744,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_potassium_content_per_wood_dry_mass_trait,20210518,,nutrient_wood_K_content_per_dry_mass,,chemical >element/nutrient,
wood_Mg_per_dry_mass,,,stem,nutrient,,NA,NA,,Stem magnesium (Mg) content per stem dry mass,624,NA,wood magnesium content per wood dry mass,TOP737,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_magnesium_content_per_wood_dry_mass_trait,20210518,,nutrient_wood_Mg_content_per_dry_mass,,chemical >element/nutrient,
wood_N_per_dry_mass,,,stem,nutrient,,NA,NA,,Wood nitrogen (N) content per wood dry mass,1229,NA,wood nitrogen content per wood dry mass,TOP742,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_nitrogen_content_per_wood_dry_mass_trait,20210518,,nutrient_wood_N_content_per_dry_mass,,chemical >element/nutrient,
wood_Na_per_dry_mass,,,stem,nutrient,,NA,NA,,Stem phosphorus (P) content per stem dry mass,616,NA,wood sodium content per wood dry mass,TOP740,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_sodium_content_per_wood_dry_mass_trait,20210518,,nutrient_wood_Na_content_per_dry_mass,,chemical >element/nutrient,
wood_P_per_dry_mass,,,stem,nutrient,,NA,NA,,Stem phosphorus (P) content per stem dry mass,616,NA,wood phosphorus content per wood dry mass,TOP743,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Wood_phosphorus_content_per_wood_dry_mass_trait,20210518,,nutrient_wood_P_content_per_dry_mass,,chemical >element/nutrient,
wood_ray_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Wood (sapwood) cross-sectional fraction of wod ray area,3020,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
wood_tracheid_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
woodiness,,,whole_plant,morphology,,214,A plant's degree of lignification in stems,,Plant woodiness,38,NA,whole plant woodiness,TOP706,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Woodiness,20210518,,woodiness,MTS/leaf traits,morphology > whole_plant,
